text,label
"Adding and Subtracting Algebraic Fractions Add algebraic fractions where the denominators are single terms and are not multiples of each other Express the following as a single fraction, writing your answer as simply as possible: t/s+2 s/t 2 s t/s+t","1048    When adding/subtracting fractions, adds/subtra...
Name: MisconceptionName, dtype: object"
Rotational Symmetry Identify the order of rotational symmetry of a shape ![Q]() What is the order of rotational symmetry of this shape? 4,"2355    Does not know how to find order of rotational ...
Name: MisconceptionName, dtype: object"
Writing Expressions Recognise and name an identity Tom and Katie are discussing identities Tom says an identity sign should replace the star here: 5 y+7 ⋆2 7+5 y Katie says an identity sign should replace the star here: 5 y-7 ⋆ 7-5 y Who is correct? Neither is correct,"1336    Does not realise addition is commutative
Name: MisconceptionName, dtype: object"
"Ordering Fractions Read a fraction on a scale where the required number is marked by a dash between two numbers What fraction should replace the star? ![A number line marked with 1/4, 2/4, 3/4, 4/4, 5/4. The star is halfway between 2/4 and 3/4.]() None of these","990    Does not realise you can use equivalent fracti...
Name: MisconceptionName, dtype: object"
"Distance Between Two Co-ordinates Solve coordinate geometry questions involving quadrilaterals What is the height of the rectangle as indicated by the arrow? ![A pair of axes with no labels. 4 points are marked and joined with straight lines to make a rectangle. The top left corner of the rectangle is labelled with co-ordinate (-4,7).  The bottom right corner of the rectangle is labelled with co-ordinate (2,-12). A double-ended vertical arrow spans the height of the rectangle, starting level with (2,-12) and ending level with the corner of the rectangle directly above (2,-12).]() 2","110    Does not know how to find the length of a line...
Name: MisconceptionName, dtype: object"
"Reflection Describe a reflection in a diagonal line by giving the line of reflection as an equation, where the line of reflection lies on the edge or outside the object Which line gives the reflection of shape P onto shape Q? ![A coordinate grid with two right angled triangles drawn, labelled P and Q. P has the coordinates: (2,5) (2,8) and (4,5). Q has the coordinates: (5,2) (8,2) and (5,4).]() This is not a reflection","268    Believes lines of reflection must be vertical ...
Name: MisconceptionName, dtype: object"
"2D Names and Properties of Shapes-Others Understand the terms equilateral and regular, and recognise the notation for regular polygons Tom and Katie are discussing regular polygons. Tom says this is a regular polygon ![A triangle with 3 equal sides and 3 equal angles]() Katie says this is a regular polygon ![A parallelogram with 2 pairs of parallel sides marked]() Who is correct? Neither is correct","255    Does not know the meaning of the word regular 
Name: MisconceptionName, dtype: object"
"Writing Expressions Form expressions from situations described in words Which expression correctly represents the following description? ""Subtract five from h and then multiply by six."" (h-5) × 6","1680    Does not realize we can omit the multiplicatio...
Name: MisconceptionName, dtype: object"
Probability of Single Events Assign probabilities to single events using fractions A box contains 10 coloured counters.  3 of the counters are pink  3 of the counters are blue  The rest of the counters are green  What is the probability of choosing a green counter? 1/3,"2265    Thinks that probabilities of an event occurrin...
Name: MisconceptionName, dtype: object"
Simplifying Fractions Simplify fractions that simplify to a non-unit fraction Simplify fully (if possible): 13/78 Simplify fully (if possible): 13/78 Cannot be simplified Cannot be simplified,"2363    Assumes fractions with prime numerators cannot...
Name: MisconceptionName, dtype: object"
Rearranging Formula and Equations Rearrange formulae to change the subject where the subject appears once and two steps are needed Rearrange the following equation to make r the subject      p=3 r-5  r=p-5/3,"1971    Confuses the inverse operations of addition an...
Name: MisconceptionName, dtype: object"
Parallel Lines Identify parallel lines with at least one equation written in another form Which of the following lines is not parallel to y=3 x+5  ? y=3(1+x),"1743    Believes that the coefficient of x represents ...
Name: MisconceptionName, dtype: object"
"Mental Multiplication and Division Calculate the area of a rectangle where the dimensions are given in the same units ![A rectangle with one part shaded, labelled with dimensions 20, 8 and 6]() Which of the following calculations would correctly work out the area of the section shaded with a solid colour? 8 × 14-8 × 6","1295    When finding part of the area of a shape, subt...
Name: MisconceptionName, dtype: object"
"Graphing Linear Inequalities (Shading Regions) Represent the solution to a graphical inequality involving a combination of vertical, horizontal and diagonal lines Which letter describes the region where x+y≤3 and y≤1 ? ![A set of axes with two straight lines drawn on. The line x+y=3 goes through points (3,0) and (0,3). The line y=1 is a horizontal line going through (0,1). The lines intersect one another at (2,1). A is the region below x+y=3 and above y=1. B is the region above both lines. C is the region below y=1 but above x+y=3. D is the region below both lines. ]() B","2228    Does not know what a Fibonacci sequence is
Name: MisconceptionName, dtype: object"
Indirect (Inverse) Proportion Recognise graphical representations of inverse proportion in the form y = k/x Which of the following graphs show that x is inversely proportional to y ? ![A graph with a straight line going from bottom left to top right. The graph starts from 0 on the y axis. ](),"766    Confuses the graphs of  direct and inverse pro...
Name: MisconceptionName, dtype: object"
Simultaneous Equations Recognise whether you need to add or subtract linear equations in order to eliminate a variable What do you need to do to eliminate the q s in each of these pairs of simultaneous equations?  Pair 1 [ 5 p+2 q=12;  3 p+2 q=8 ] Pair 2 [ 5 p-2 q=12;  3 p-2 q=8 ] Subtract Pair 1 Add Pair 2,"303    Believes that when eliminating a variable, if ...
Name: MisconceptionName, dtype: object"
"Currency Conversions Given a situation sketch an appropriate real life graph £ 1 is 1.5 US dollars. Which of these graphs shows the value of up to £ 10 in US dollars? ![A straight line graph from approx 5 on the y axis. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()","300    Believes a direct proportion graph does not ha...
Name: MisconceptionName, dtype: object"
Mental Addition and Subtraction Complete missing number mental subtraction problems up to 100 What should replace the star? -37=38 65,"1383    When two digits sum to 10 or more during an ad...
Name: MisconceptionName, dtype: object"
"Compound Area Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units What is the area of the shaded section of this composite shape made from rectangles? ![A compound shape making an upside down T shape where there is a rectangle across the bottom and a rectangle attached above this, slightly to the left of the centre. The full width across the bottom is 16m, the partial width on the left is 2m, the partial width on the top block is 7m. The full height on the right is 9m, the partial height on the left is 3m. The shaded section is the right hand rectangle from the right edge up to where the top rectangle begins.]() 10  cm^2","2204    Believes the area of a rectangle is calculated...
Name: MisconceptionName, dtype: object"
"Properties of Triangles Use the properties of an equilateral triangle to find missing lengths Triangle A B C is an equilateral triangle. Find length AC. ![A triangle with vertices labelled A, B, C. Side BC is 8cm, side AC is labelled with a question mark.]() 60  cm","423    Does not know the meaning of equilateral
Name: MisconceptionName, dtype: object"
Rounding to Decimal Places Round numbers to two decimal places Two different numbers are equal to 7.46 to two decimal places. The numbers could be.... 7.4628 and 7.4528,"1402    Rounds down instead of up when next digit is 5
Name: MisconceptionName, dtype: object"
"Probability of Single Events Know that probabilities must lie between 0, impossible, and 1, certain The probability of an event occurring is 0.9.  Which of the following most accurately describes the likelihood of the event occurring? Impossible","344    Does not understand that a probability of 0 re...
Name: MisconceptionName, dtype: object"
"Time Series and Line Graphs Interpret discrete data using a line graph ![A line graph with title ""Goals scored in the UK"".  The x-axis scale is labelled: Aug, Sept, Oct, Nov, Dec, Jan, Feb, Mar, Apr, May.  The y-axis is titled ""Number of goals"" and the scale is labelled from 0 to 3000 in steps of 500. The following points are plotted and joined together: (Aug, 500), (Sept, 850 approx.), (Oct, 950 approx.),(Nov, 1000), (Dec, 1175 approx.), (Jan, 1200 approx.), (Feb, 500), (Mar, 1000), (Apr, 1500), (May, 2000). ]() What was the total number of goals scored in the winter season (Dec, Jan, Feb)? 3375","2318    Has used the wrong data point on the graph
Name: MisconceptionName, dtype: object"
Simultaneous Equations Substitute a solution back into the remaining equation and find the second solution Nick has almost solved a pair of simultaneous equations. He just needs to find the value of y. He writes down:      3-y=5   What is the correct value of y ? y=-8,"1214    When solving an equation, uses the same operat...
Name: MisconceptionName, dtype: object"
Writing Expressions Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression Tom and Katie are discussing calculations involving brackets Tom says a(b+c) ≡(b+c) × a Katie says a(b+c) ≡ a b+c Who is correct? Neither is correct,"366    Does not know the meaning of the identity symbol
Name: MisconceptionName, dtype: object"
"Place Value Use inequality notation to order integers with the same number of digits Which signs belong in the boxes to make the statement correct? 76426     □ 76462     □ 74662 ![A blue box containing a ""greater than"" symbol  and an orange box containing a ""greater than"" symbol]()","655    Assumes that a list is given in size order
Name: MisconceptionName, dtype: object"
Sketching from Factorised Form Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis Tom and Katie are discussing quadratic graphs.  Tom says a quadratic expression that cannot be factorised will not intercept the x axis.  Katie says a graph of a quadratic that does not intercept the x axis cannot be factorised. Who is correct? Both Tom and Katie,"384    When solving simultaneous equations graphicall...
Name: MisconceptionName, dtype: object"
Volume and Capacity Units Convert between l and ml A can of pop is 330 ml.  What is this in litres? 3.3 litres,"1120    Thinks there are 100 ml in a litre
Name: MisconceptionName, dtype: object"
"Speed, Distance, Time Given the distance travelled, complete missing values on a speed-time graph Work out the speed v if the distance travelled is 50 miles. ![A speed-time graph. The vertical axis is labelled Speed (mph) and has no scale marked except for the letter v four squares up. The horizontal axis is labelled Time (seconds) and the scale is 0, 1, 2, 3, 4 in even steps. The graph consists of two sloped lines. The first is from (0,0) to (2, v) and the second is from (2, v) to (4, 0).]() 12.5 mph","790    Thinks the shape of the graph does not affect ...
Name: MisconceptionName, dtype: object"
Ordering Fractions Order fractions whose denominators are not multiples of the same number  Which of the following fractions would lie between 1/5 and 1/4 on a number line? There are no fractions between these two,"756    Believes unit fractions with a difference of 1...
Name: MisconceptionName, dtype: object"
Linear Sequences (nth term) Generate an ascending integer linear sequence from the nth term rule What is the first term of the sequence given by this rule:      4 n+3  3,"936    Thinks the first term in a sequence is the ter...
Name: MisconceptionName, dtype: object"
Adding and Subtracting Fractions Add fractions involving mixed number fractions with different denominators 2 7/10+2 1/4= Leave your answer as a mixed number 4 8/14,"907    Does not find a common denominator when adding...
Name: MisconceptionName, dtype: object"
"Plotting Quadratics from Tables of Values Given a negative x value, find the corresponding y value for curves in the form y = x² + c This is a part of the table of values for the equation y=x^2  x     -9   y         What should replace the star? -81","82    Believes the square of a negative will also be...
Name: MisconceptionName, dtype: object"
Quadratic Equations Solve quadratic equations using factorisation in the form (x + a)(x + b)  One of these equations has exactly one solution. Which is it? t^2-9=0,"547    Factorises difference of two squares with the ...
Name: MisconceptionName, dtype: object"
"Translation and Vectors Describe simple directions to translate a shape or object using words not vectors How would you describe the movement to get from the star to the triangle? ![A set of axes: x-axis from 0 to 5, y-axis from 0 to 5. A purple triangle symbol is at point (2,1) and a yellow star symbol is at point (1, 4).]() 1 squares right,4 squares down","556    When describing a translation, counts the corn...
Name: MisconceptionName, dtype: object"
"Sketching from Factorised Form Identify the line of symmetry of curves in the form (x + a)(x + b) In which region would y=(x+4)(x-2) belong? ![A Venn diagram with two overlapping sets. The set on the left is 'Line of symmetry at x = 3' and the set on the right is 'y intercept is negative'. A is in only  'Line of symmetry at x = 3', B is in the intersection, C is in only 'y intercept is negative' and D is outside both sets.]() B","1862    Performs addition ahead of division
Name: MisconceptionName, dtype: object"
"Expanding Triple Brackets and more Expand products of three binomials in the form (x + a)(x + b)(x + c) John is expanding these three brackets: (x+5)(x-3)(x+6)  He finds it helpful to split the first bracket and view the problem as follows: x(x-3)(x+6)+5(x-3)(x+6)  He expands the brackets further. Before he simplifies, what are the terms than contain an x^2 ? [ +6 x^2; +3 x^2; +5 x^2 ]","583    Ignores negative sign when expanding bracket
Name: MisconceptionName, dtype: object"
Expanding Single Brackets Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression Expand:      -(1-2 p)  1-2 p,"583    Ignores negative sign when expanding bracket
Name: MisconceptionName, dtype: object"
"Reflection Reflect an object or a point in a horizontal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object The triangle is reflected in the x-axis What are the new coordinates of point P ? ![A set of axes: x-axis from -1 to 8, y-axis from -5 to 6. Three points are plotted and joined to make a triangle: (2, 0), (4, 0), (2, 3). Point (2, 3) is labelled with the letter ""P"". ]() (3,2)","101    Believes that reflection always switches the x...
Name: MisconceptionName, dtype: object"
"Other Sequences Identify triangular numbers 1,3,6,10,15,21,28 … What is the name commonly given to this sequence of numbers? The Fibonacci numbers","2296    Believes Fibonacci numbers are triangle numbers
Name: MisconceptionName, dtype: object"
"Averages and Range from Frequency Table Interpret numbers in a frequency table  TVs     Frequency     TVs × Frequency   0     3     0   1     8     8   2     8     16   3     4     12   4     2     8    The table shows the numbers of TVs in the households of students in a class.  What does the ""16"" represent? The total number of TVs in the 2 households","2024    Confuses the variable and frequency columns in...
Name: MisconceptionName, dtype: object"
"Horizontal and Vertical Lines Recognise the equations of horizontal lines from a diagram What is the equation of this line? ![A coordinate grid from 0 to 10 in the y direction and -5 to 10 in the x direction. There is a line drawn passing through the coordinates: (-5,7) (0,7) (5,7) (10,7)]() x=7","2113    Confuses the equations of vertical and horizon...
Name: MisconceptionName, dtype: object"
"Sharing in a Ratio Divide a quantity into two parts for a given a ratio, where each part is an integer Share £360 in the ratio 2: 7 £ 100: £ 160","21    Estimates shares of a ratio instead of calcula...
Name: MisconceptionName, dtype: object"
"Function Machines Calculate the square of a number ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine? 4","458    When finding an input of a function machine th...
Name: MisconceptionName, dtype: object"
Factorising into a Double Bracket Recognise when it is possible to factorise an expression into a double bracket Jo says when she is factorising x^2-4 x she tries to think of two numbers that multiply together to give -4 and add together to give 0  Paul says when he is factorising x^2-4/25 he tries to think of two numbers that multiply together to give -4/25 and add together to give 2/25 Who is correct? Only Jo,"1432    When factorising into double brackets, believe...
Name: MisconceptionName, dtype: object"
"Linear Equations Solve linear equations with the variable appearing on both sides, involving positive fractions Which of the following is a correct first step to solve this equation: 5 r+6/6 r=7 5/6+r=7","120    Does not understand equivalent fractions
Name: MisconceptionName, dtype: object"
Rounding to Decimal Places Round numbers to one decimal place      2426.  951  What is this number rounded to 1 decimal place? 2000,"1248    Rounds to the wrong degree of accuracy (rounds...
Name: MisconceptionName, dtype: object"
"Square Roots, Cube Roots, etc Calculate the square of a number 12^2= 1212","446    Repeats the digits twice when squaring a number
Name: MisconceptionName, dtype: object"
Adding and Subtracting Fractions Subtract proper fractions with different denominators where one is a multiple of the other 7/8-1/4= 6/8,"1206    Does not understand how to maintain equivalenc...
Name: MisconceptionName, dtype: object"
"Linear Equations Solve linear equations with the variable appearing on both sides, with all positive integers What is the solution for this equation? 4(3 x-2)=2(6 x-8) x=0","164    Does not reduce the denominator when an item i...
Name: MisconceptionName, dtype: object"
Time Change minutes into decimals of hours (e.g. 90 minutes = 1.5 hours) 90 minutes is the same as _________ hours 1.3,"427    Answers as if there are 100 minutes in an hour...
Name: MisconceptionName, dtype: object"
Expanding Double Brackets Expand two brackets with linear terms in the form (x + a)(x + b) What should replace the circle when these two brackets are expanded and simplified?  (p-3)(p+3) ≡ p^2 p◯  ◯ = +9,"974    Believes multiplying a positive by a negative ...
Name: MisconceptionName, dtype: object"
Right-angled Triangles (SOHCAHTOA) Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio Which ratio would you use to find the value of θ ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.]() None of these,"1450    Does not understand how to apply sohcahtoa
Name: MisconceptionName, dtype: object"
Rounding to Decimal Places Round numbers to one decimal place Round 27.48 to one decimal place 27,"1379    Rounds down instead of up
Name: MisconceptionName, dtype: object"
Sharing in a Ratio Solve coordinate geometry questions involving ratio What is the ratio of      A B: B C  ?  ![A line AC which is 10 units long. B is on it so that AB:BC is 1:2]() 1: 3,"221    Thinks ratios are written as 1:total
Name: MisconceptionName, dtype: object"
Length Units Convert between m and mm A 2 metre long rope has 0.5 centimetres chopped off the end. What is the length of the rope that remains? Give your answer in millimetres 1950  mm,"1652    Thinks there are 100mm in a centimetre
Name: MisconceptionName, dtype: object"
Congruency in Other Shapes Identify congruence in shapes other than triangles Tom and Katie are discussing congruent shapes. Who is correct? Tom says these two shapes are congruent ![An image of two triangles. The triangles are the same shape and size but have different orientations.]() Katie says these two shapes are congruent ![An image of two triangles. A big one and a small one.]() Neither is correct,"1318    Does not understand that shapes are congruent ...
Name: MisconceptionName, dtype: object"
"Averages (mean, median, mode) from a List of Data Interpret a pictogram involving full symbols ![Pictogram showing smiley faces, where each smiley face is worth 10 people. Game 1 has 5 smiley faces. Game 2 has 2 smiley faces. Game 3 has 3 smiley faces. Game 4 has 2 smiley faces.]() The pictogram shows how many people came to watch a netball match. What is the mean number of people at each game? 120","631    When calculating the mean from a list of data,...
Name: MisconceptionName, dtype: object"
Factorising into a Double Bracket Factorise a quadratic expression in the form x² + bx + c Which multiplication will help factorise x^2+33 x+32 ? 4 × 8,"1535    Believes that when factorising a quadratic, th...
Name: MisconceptionName, dtype: object"
"Written Division Interpret and carry out mental division using a bar model Find the value of P. ![Horizontal green bar divided into 5 equal sections. Each section is labelled with a ""P"". Curly bracket shows that 3 of the sections sum to 615.]() 1845","2314    Multiplies instead of divides to find one part...
Name: MisconceptionName, dtype: object"
"Pie Chart Interpret a pie chart A darts player hits his target 40 % of the time. Which pie chart represents his hits and misses? ![Pie chart showing hits with 2/3 of the chart and misses, highlighted in red, with 1/3]()","1379    Rounds down instead of up
Name: MisconceptionName, dtype: object"
"Linear Equations Solve two-step linear equations, with the variable on one side, with all positive integers Tom and Katie are arguing about a first step to solve this equation: 4(m-1)=20 Tom says you can write: 4 m=21 Katie says you can write: m-1=5 Who is correct? Neither is correct","1017    Does not understand how to solve linear two st...
Name: MisconceptionName, dtype: object"
Place Value Read an integer on a scale where the required measurement is marked by a dash between two numbers What number is the arrow pointing to? ![A number line from 100 to 200 with an arrow pointing to the value 160]() 152,"2053    When reading integers on a number line, assume...
Name: MisconceptionName, dtype: object"
Multiplying and Dividing Negative Numbers Carry out missing number multiplication problems involving negative integers What should replace the star?  (-6) × =-8 -8/6,"1597    Believes multiplying two negatives gives a neg...
Name: MisconceptionName, dtype: object"
"Averages (mean, median, mode) from a List of Data Calculate the mean as an average from a list of data When calculating the mean of the following numbers which calculation will give the correct answer?      0,1,3,4,7  None of them","491    Does not know how to calculate the mean
Name: MisconceptionName, dtype: object"
Inequalities on Number Lines Represent a linear inequality in the form x ≤ a or x ≥ b (and other sign arrangements) on a numberline Which of the following diagrams represents x<-1 or x ≥ 2 ? ![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),"550    When representing an inequality on a numberlin...
Name: MisconceptionName, dtype: object"
Properties of Polygons Identify and distinguish between polygons and non-polygons Tom and Katie are discussing polygons Tom says this is a polygon: ![Triangle]() Katie says this is a polygon: ![Semi-circle]() Who is correct? Neither is correct,"270    Thinks the term polygons only applies to shape...
Name: MisconceptionName, dtype: object"
"Linear Equations Solve linear equations with the variable appearing on both sides, involving negative integers Jo and Paul are arguing about a first step to solve this equation: 5-2 v=3-6 v  Jo says you can write: 2 v=8-6 v  Paul says you can write: 5+8 v=3  Who is correct? Only Paul","306    Added rather than multiplied by a scale factor
Name: MisconceptionName, dtype: object"
"Basic Angle Facts (straight line, opposite, around a point, etc) Use angles around a point with algebra to prove results Which of the following statements can you prove from this diagram? ![Angles around a point split into three parts with the parts labelled: m+50, 2m+n and 220-2m]() m+n=360","1908    Ignores numerical terms when setting up an equ...
Name: MisconceptionName, dtype: object"
Factorising into a Single Bracket Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6) What should replace the star and triangle when this expression is fully factorised? 8 m - 10 ≡( m-◯) [  =5; Δ=3 ],"1079    Believes factors add to give a number
Name: MisconceptionName, dtype: object"
Time Solve problems involving subtracting a period of time from a given end time What time is 30 minutes before midnight? 11:30 am,"581    Writes times in the afternoon as if they are m...
Name: MisconceptionName, dtype: object"
"Compound Area Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that looks like a staircase going up from left to right, consisting of 3 steps. The full width of the diagram is 23m, the width of the first lower step is 7m, the width of the third top step is 6m. The full height of the diagram is 22m, the height os the first lower step is 5m, the height of the third top step is 8m. The shaded section is a rectangle which starts in the top left of the second (middle) step and finishes in the bottom right of the diagram.]() 108  m^2","1527    Does not know how to find missing lengths in a...
Name: MisconceptionName, dtype: object"
Angles in Triangles Find missing angles in an isosceles triangle This is an isosceles triangle. Calculate the size of angle p. ![An isosceles triangle with one angle labelled 56 degrees and one angle labelled p [not to scale]]() 124^∘,"793    Forgets to subtract sum of angles we know from...
Name: MisconceptionName, dtype: object"
"Trial and Improvement and Iterative Methods Carry out the first stage in an iteration solution x_n+1=10-1/x_n  Using a starting value of x_1=4, what is the value of x_2 ? 9.8974 …","357    Does not understand that in the ratio 1:n the ...
Name: MisconceptionName, dtype: object"
Written Division Convert the reminders from written division problems into decimals John has been asked to work out the answer to:      231 ÷ 4  He gets the answer 57 remainder 3 What is the exact value of that remainder? 0.3,"1447    Writes the remainder as the digit after the de...
Name: MisconceptionName, dtype: object"
Mental Multiplication and Division Solve missing number mental multiplication questions What number belongs in the box to make the calculation correct?        6 ×□=108  102,"568    When solving a problem that requires an invers...
Name: MisconceptionName, dtype: object"
Angles in Triangles Find missing angles in a scalene triangle What is the size of angle k ? ![A triangle with two labelled interior angles. One angle is 65 degrees. One angle is k degrees. The third angle has no label.]() 90,"1192    Believes all triangles have a right angle
Name: MisconceptionName, dtype: object"
Other Sequences Identify triangular numbers ![ ∙     8     8   ]() How many circles will the next term in this sequence have? 12,"1737    Only looks at the difference between one pair ...
Name: MisconceptionName, dtype: object"
Rounding to Decimal Places Round numbers to three or more decimal places What is 29.156828 rounded to 3 decimal places? 29.156,"1379    Rounds down instead of up
Name: MisconceptionName, dtype: object"
"Quadratic Equations Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a According to the graph, what is the approximate solution to x^2-x-9=-6 ![A set of axes with the quadratic graph y=x^2-x-9 drawn on.]() x=3.5,    x=-2.5","379    Finds the y intercept when asked to read the s...
Name: MisconceptionName, dtype: object"
"Averages (mean, median, mode) from a List of Data Convert fractions less than 1 to terminating decimals of 1 decimal place What is the mode of the following numbers? 0.4,   1/4,    2.5,   2/5 0.4 and 2.5","2368    Converts a fraction to a percentage by placing...
Name: MisconceptionName, dtype: object"
"Combining Operations Solve problems that combine addition or subtraction with multiplication Every week for 4 weeks, Cara buys a magazine for £ 6 and gets her nails painted for £ 28.  How much money does Cara spend altogether? £ 118","1999    Does not interpret the correct order of operat...
Name: MisconceptionName, dtype: object"
Tree Diagrams with Dependent Events Calculate the probability of two dependent events occurring without drawing a tree diagram There are 5 red balls and 4 yellow balls in a cup ![A cup with 5 red and 4 yellow balls in it. All of the balls are the same size.]() Kate picks a yellow ball out and does not replace it.  She then has a second pick.  What is the probability the second pick is a red ball? 5/9,"164    Does not reduce the denominator when an item i...
Name: MisconceptionName, dtype: object"
Quadratic Graphs-Others Identify the line of symmetry of curves in the form (x + a)(x + b) This is the graph of y=(x+1)(x-3) ![A set of axes with the graph y=(x+1)(x-3) drawn on.]() What is the equation of the line of symmetry? y=1,"2113    Confuses the equations of vertical and horizon...
Name: MisconceptionName, dtype: object"
Converting between Fractions and Percentages Convert fractions to two digit integer percentages Complete the missing blank as a percentage: 0.4=2/5< ____ 20 %,"1828    Does not understand inequality notation
Name: MisconceptionName, dtype: object"
"Angle Facts with Parallel Lines Identify corresponding angles Which angle is corresponding to angle p ? ![Image showing two parallel lines cut by a transversal creating two distinct angles around a point. On the left hand side the pink angle is labelled with A, vertically opposite this is the angle labelled p. On the right hand side, angle B is co-interior to p. Then lying on the same straight line as B is the angle labelled C. Vertically opposite angle C is the angle labelled D.]() D","2454    Confuses corresponding and alternate angles
Name: MisconceptionName, dtype: object"
Multiplying and Dividing with Decimals Divide two decimals with the same number of decimal places 0.9 ÷ 0.3= 0.333 …,"2359    Believes division is commutative 
Name: MisconceptionName, dtype: object"
Multiplying and Dividing with Decimals Divide decimals by 10 43.2 ÷ 10= 43.02,"2133    When dividing a decimal by a multiple of 10, j...
Name: MisconceptionName, dtype: object"
"Plotting Lines from Tables of Values Given a positive y value, find an x value in a table of values for lines in the form y = c - x  This is a part of the table of values for the equation y=3-x ![ x        y     9   ]() What should replace the star? 12","1510    Believes subtraction is commutative 
Name: MisconceptionName, dtype: object"
"Linear Sequences (nth term) Find the nth term rule for an ascending fractional linear sequence 1/24, 1/12, 1/8, 1/6, … When calculating the nth-term rule of this sequence, what should replace the rectangle? ![nth-term rule:      1/24 n  followed by a purple rectangle. ]() +1/24","162    Uses first term as numerical part of nth term ...
Name: MisconceptionName, dtype: object"
